,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
82,Data Analyst II,"$53K-$91K
(Glassdoor Est.)","Who is Cenlar?

You are.

Employee-owners have made Cenlar one of the nation’s largest mortgage subservicers. We have achieved success by empowering people with company ownership, real programs that provide avenues for advancement, and a great atmosphere that makes everyone look forward to the workday. Get your share of our success by considering the opportunity to join our team as a Data Analyst II.

Job Summary:

Responsible for working with large and complex data sets (both internal and external data) to evaluate, recommend, and support the implementation of business strategies. Identifies and compiles data sets using a variety of tools (e.g. SQL, Access) to help predict, improve, and measure the success of key business to business outcomes. Responsible for documenting data requirements, data collection/processing/cleaning, and exploratory data analysis; which may include utilizing statistical models/algorithms and data visualization techniques. Incumbents in this role may often be referred to as Data Scientists.

Responsibilities:
Day-to-day actions are focused on administering defined procedures, analysis and report preparation.
Commands knowledge of data elements across the enterprise and industry – definitions, lineage and usage
Executes creation of tabular operational reports and aggregation reports with medium to high complexity.
Commands intermediate to expert level t-SQL coding proficiency
Performs data mapping for systems integration, data provisioning, and data consumption
Responsible for documenting metadata, data lineage, data definitions and business glossary entries.
Handles basic data transformation tasks such as date and decimal formatting, rounding of numeric values, and conversion of numeric values to percentages.
Has intermediate to expert level SSIS ETL build proficiency
Works with Data stewards to enforce adherence to standards for enhancements and new repositories.
Handles more complicated report requests, data visualizations, forecasting, regression modeling, sequencing (e.g. Fibonacci or similar) and trend analysis.
Can deduce portfolio or market trends from reports or chart analysis.
Understands business logic for aggregation and analysis services.
Can perform data transformation and can produce dimensional reports
Can perform basic data profiling activities, understands cardinality
Helps to define guidelines for data management, governance and reporting
May direct day-to-day work of employees, but will not typically have formal management role.
Individual at this level is expected to use some independence of thought but to refer more complex problems to supervisors or other experts.
Individual would be expected to contribute to work flow or process change and redesign and to form a strong basic understanding of the specific product or process.
Qualifications:
Typically exhibits strong executional capabilities and is beginning to take on more responsibility.
Primary focus is on execution within defined parameters, with some expansion based on developing capabilities and or experiences. In partnership with more experienced staff.
Minimum of 5 years of experience.
Bachelor’s degree in computer science, finance, mathematics, statistics (or similar) or equivalent work experience
Total Rewards:

Cenlar FSB offers outstanding benefits which may include paid medical/dental/life insurance, 401k, employee ownership, tuition assistance, a supportive work environment, and genuine opportunities for advancement. Cenlar is a Drug Free Workplace and an Equal Employment Opportunity/Affirmative Action Employer -- M/F/D/V/SO.

Visit www.cenlar.com for more details.

Please apply online.",2.5,"Cenlar
2.5","Ewing, NJ",-1,1001 to 5000 Employees,1958,Company - Private,-1,-1,$100 to $500 million (USD),-1
83,Data Warehousing and Analytics Consultant,"$89K-$102K
(Glassdoor Est.)","Congratulations on exploring your career opportunities with FAST and taking the first step to becoming a FASTie! A FASTie? Yes, a FASTie.

FAST-ie’faesteoun

1. an energetic, intelligent, enthusiastic person who works at Fast Enterprises. 2. a person dedicated to modernizing government technology to better serve the general public. 3. someone who is open to adventure and wants to experience new places around the world. 4. someone who enjoys collaboration with clients and camaraderie with teammates while solving business and technology problems.

If the description below speaks to you, take 5 minutes (seriously, only 5 minutes) to apply!

As aData Warehousing and Analytics Consultanton our team, you will be involved with data warehousing, business intelligence, and data analytics. We have sites across North America and abroad. Candidates should be flexible with respect to work locations.Data Warehousing and Analytics Consultants will begin their career as an Implementation Consultant on a client site to learn our software products prior to transitioning into the position.

Candidates should possess a degree in one of the following areas:
Computer/Management Information Systems
Computer Science
Mathematics FAST may also consider graduates from other areas of study when supplemented with technical experience or aptitude.
Employment Qualifications:
Candidates are not required to have a background in data warehousing and analytics. However, candidates should have an interest in working with data and performing data analysis.
Strong communication skills are imperative.
Exposure to specific technology is not required. However,experience in the following areas is desirable:
Data warehousing or analytics experience, and extensive knowledge of SQL, SQL Server, or Oracle DBMS is desirable
MS Visual Basic.NET.
FAST is an equal opportunity employer.
Voluntary Self-Identification Information is requested for U.S. applicants during the application process.",4.3,"Fast Enterprises
4.3","Denver, CO",-1,1001 to 5000 Employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
84,Data Scientist,"Employer Provided Salary:
$80K-$120K","About ClearCut Analytics
ClearCut was founded in Chicago with the mission of revolutionizing strategic decision-making by the world's leading brands through data-powered business intelligence. With a focus on the Amazon marketplace, ClearCut provides a vast array of sales analytics to equip brands with the information they need to maximize their value.


Data Scientist Job Description
ClearCut Analytics is looking for an innovative, solutions-oriented Data Scientist to join our fast-paced company and growing Analytics & Product Development team. The Data Scientist will play a key role in our company’s growth through building a highly scalable infrastructure that allows our team to develop data-driven solutions to solve complex business challenges. The ideal candidate is passionate about technology, loves collaborating to solve a wide variety of challenges and interesting use cases. This role will report to ClearCut’s Chief Technology Officer.
Responsibilities
Helping to build and drive the Data Science and Analytics roadmap
Leveraging data to drive business solutions for clients that are presented through ClearCut’s SaaS platform
Performing data collection, as well as developing custom models and algorithms to apply to data sets
Using predictive modeling to increase and optimize business operations, customer experience, revenue generation, and other business outcomes
Processing, cleansing, and verifying the integrity of data used for modeling and analysis, while enhancing processes and tools used to monitor model performance and input data
Developing machine learning models and productizing AI-based solutions alongside product and development team
Ideating new data-related concepts and applications then overseeing projects through deployment
Taking end-to-end ownership of problem domains and continuously improving upon quantitative solutions
Requirements
MS or Bachelor’s Degree in Mathematics, Statistics, CS/Engineering, or similar field
4+ years of professional experience in an analytics and data science environment utilizing quantitative analytics methodologies, experience in a SaaS or eCommerce environment a plus
Experience writing programs/queries with data analysis tools and languages such as Python, R, SAS, AMPL, SQL, or Alteryx
Hands-on experience with multivariate analytic techniques: linear and logistic regression, decision tree, cluster and factor analysis, time-series forecasting methods, SVM models, and/or neural networks
Understanding of broad business principles and the ability to create solutions for real-world challenges
Ability to thrive in a fast-paced, entrepreneurial environment
Eagerness to learn and grow",4.8,"ClearCut Analytics
4.8","Chicago, IL",-1,1 to 50 Employees,2016,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
85,Data Scientist,"$82K-$136K
(Glassdoor Est.)","At Varen, our performance is measured by the success of our clients, and our reputation for service, superior quality, objectivity, integrity and results. Our reputation is everything to us as we are committed to being a trusted advisor to our nations decision makers in a day in age that demands acute attention to detail in a fast-paced environment. Varen is seeking to add the sharpest technical professionals who share our passion for ensuring the mission success of our customers at all times.

We are looking for Data Scientists with various years of experience. In these positions you will work closely with the client to review and respond to data science requirements. These positions will involve analyzing both structured and unstructured data using data analytics, natural language processing, and artificial intelligence/machine learning techniques.

Experience with training and optimizing machine learning models and coordinating with data engineering components to deploy trained models to work on production data at scale is desired.

EDUCATION:


BS degree in technical field and 3+ years of experience

CLEARANCE REQUIREMENT:

TS/SCI w/poly clearance
Varen Technologies, Inc. is an Equal Opportunity Employer and applicants receive lawful consideration for employment without regard to race, religion, color, gender, age, national origin, disability, or veteran status.",4.2,"Varen Technologies
4.2","McLean, VA",-1,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
86,Data Scientist-Human Resources,"$91K-$150K
(Glassdoor Est.)","Lexington, MA, US

#job-location.job-location-inline {
display: inline;
}

Company:
MIT Lincoln Laboratory
Job Summary
Responsible for the collection, synthesis, and analysis of employee data to meet organizational objectives. Gains insight into key Human Resources related business opportunities and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance.

Successful candidates will have demonstrated:
Strong interpersonal, team building, communication and presentation skills to effectively communicate and collaborate with all levels of the organization.
An ability to maintain strict confidentiality as well as business and professional ethics.
Strong organizational skills, attention to detail and ability to handle multiple tasks.
Flexibility and ability to work effectively and meet deadlines in a dynamic, fast-paced environment.
Ability to perform successfully in a data driven, service-oriented environment and to interpret rules and guidelines flexibly to enhance the business values and the diverse culture.
Requirements
BS required, MS preferred in related disciplines such as Computer Science, Statistics, and/or Mathematics with 5-8 years of relevant experience.
Experience working with sensitive data, predictive analytics and behavioral science based information preferred.
Must have demonstrated experience with some or all of the following: Data and Quantitative Analysis / Decision Analytics / Predictive Modeling / Data-Driven Personalization / KPI Dashboards and BPI Plans / Big Data Queries and Interpretation / Data Mining and Visualization Tools / Machine Learning Algorithms / Business Intelligence (BI) / Research, Reports and Forecasts.
In addition, must have experience with some or all of the following: Data and Computer Science proficiency: SPSS, SAS, R, Rstats, Python, Apache Spark, Microsoft PowerBI, Matlab, HIVE, Pig, data warehouse (DW, DWH), Hadoop, Google Analytics, data mart projects, data management, machine learning, predictive analytics, prescriptive analytics, streaming analytics, SQL, Business Objects (Crystal Reports, Dashboards, WEBI), SAP BW, SAP HANA, SAP Lumera, and many and/or other products is a plus.

For Benefits Information, click http://hrweb.mit.edu/benefits

Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.

MIT Lincoln Laboratory is an Equal Employment Opportunity (EEO) employer. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, veteran status, disability status, or genetic information; U.S. citizenship is required.

Requisition ID: 28943

Nearest Major Market: Boston
Job Segment:
Database, Scientific, Scientist, HR, ERP, Technology, Engineering, Science, Human Resources",3.8,"MIT Lincoln Laboratory
3.8","Lexington, MA",-1,1001 to 5000 Employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
87,Data Analyst,"$42K-$79K
(Glassdoor Est.)","Healthgrades is focused on providing trusted information that allows consumers and providers to make meaningful connections. As a Data Analyst focused on our Physician Relationship Management platform your primary areas of responsibility and accountability will be:
Data Querying and Data Management
Generating Data Driven Reports and Applications
Organizing and Reporting Results to Stakeholders
Presenting Findings and Recommendations
What you will do:
Conduct statistical research and analysis in support of our clients
Share findings and recommendations with team members in sales, marketing, creative, and campaign operations
Help our clients understand what information most influences their customers
Use SQL, Excel, data reference tools, etc. to look at Big Data and develop compelling stories
What you will bring:
Bachelor's degree in Computer Science, Applied Analytics, Healthcare Analytics, or equivalent experience
2+ years' experience in data analytics
Understanding of SQL data relationships and structures
Experience with large-scale relational databases, data transformation, and data queries using Microsoft SQL
Ability to translate data findings into actionable recommendations and process improvements
Ideal Candidates will have also experience in digital and direct marketing, campaign management, and presenting data findings to stakeholders from across the business including executives.

Why Healthgrades?

At Healthgrades, we recognize that our people drive our greatest achievements. We are passionate about maintaining a fulfilling, rewarding and high-energy work environment while setting the stage for continued success.
Impactful Work empowering consumers with data to make the right decisions for themselves and their families
Changing the Game evolving culture with career advancement opportunities
Community Builders collaborating with local charity and wellness initiatives
Robust Perks generous PTO, 401k contributions, tuition assistance, entertainment discounts and more!",2.9,"Healthgrades
2.9","Denver, CO",-1,501 to 1000 Employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
88,Marketing Data Analyst,"$48K-$83K
(Glassdoor Est.)","Description/Responsibilities


Position Summary:Nutrisystem is seeking a Marketing Data Analyst to join its growing Analytics community. This role will develop, manage, and deliver analytical solutions to solve complex business challenges. The Marketing Data Analyst will closely interact with online and offline Marketing, Product Development, Call Center Sales, Retail and Finance to influence key business decisions through fact-driven insights. The ideal candidate will possess excellent analytical and communication skills and have a history of thriving in fast- paced business environments.

Essential Duties and Responsibilities:

• Develop queries and performs extensive programming to access, transform and prepare data for analysis, ad-hoc and automated reporting and modeling. Create visualizations for variety of projects.

• Support ad-hoc analysis, discussions and conclusions around the efficacy of marketing channels to drive revenue per customer, length of stay and lifetime value.

• Analyze data to describe customer behavior and preferences, understand marketing channel effectiveness, diagnose customer experience problems, size marketing opportunity and measure the impact of marketing initiatives.

• Prepare and deliver insight presentations and recommendations. Communicates complex material in digestible terms appropriate for each audience. Educate company executives and the broader marketing team on analytical findings and implications using storytelling and data visualization techniques.

• Design analytic plans, translating business problems/opportunities into analytic approaches. Engage with project sponsors and stakeholders to understand each business question. Probe for hidden questions and goals. Bring structure to each request and translate requirements into the appropriate analytic approach.

• Participate in special projects and performs other duties as required.

Qualifications


• Bachelor’s degree in Data Science, Analytics, Operations Research, Information Technology, Computer Science or other quantitative field required. Master’s degree preferred.• Must have minimum of five (5) years of experience working in an analytical role with a history of taking on additional responsibilities with data analysis, measurement reporting

• Must have five (5) years of experience with SQL programming

• Must have minimum of three (3) years of experience working with relational databases and associated data query tools. Experience with cloud databases a plus (e.g. AWS Redshift, Google BigQuery, Snowflake).

• Must have proficiency in data visualization and report writing technologies using at least one of the following Business Intelligence tools Tableau, Power BI, QLIK or SAS. Knowledge of Looker preferred.

• Domain experience in marketing analytics: customer acquisition, digital marketing, response modeling, identifying customer needs, predicting customer behavior, next best offer, churn, customer lifetime value preferred

• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• Excellent verbal and written communication skills. Experience presenting to senior executives distilling complex concepts into actionable recommendations

• Advanced Microsoft Excel skills including pivot tables, data manipulation and analysis

• Ability to work in a team-oriented environment.

About Tivity Health:

Tivity Health® (Nasdaq: TVTY) is a leading provider of healthy life-changing solutions, including SilverSneakers®, Nutrisystem®, Prime® Fitness, Wisely Well™, South Beach Diet® and WholeHealth Living®. We are actively addressing the social determinants of health, defined as the conditions in which we work, live and play. From improving health outcomes to reversing the narrative on inactivity, food insecurity, social isolation and loneliness, we are making a difference and are transforming the way we do health. Learn more at TivityHealth.com.

Tivity Health is an equal employment opportunity employer and is committed to a proactive program of diversity development. Tivity Health will continue to recruit, hire, train, and promote into all job levels without regard to race, religion, gender, marital status, familial status, national origin, age, mental or physical disability, sexual orientation, gender identity, source of income, or veteran status.",3.1,"Tivity Health
3.1","Fort Washington, PA",-1,501 to 1000 Employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
89,Data Scientist- Streetsboro Ohio Office,-1,"The Step2 Company is the largest American manufacturer of preschool and toddler toys and one of the world’s largest rotational molders of plastics. It’s our mission to be the leading innovator of children's products that build imaginations and enrich the family's celebration of childhood.

Step2 proudly employs moms, dads, grandparents, aunts, uncles and everyone in between. We offer an environment of fun and hard work. Our mission of bringing families together isn’t just for our customers. The Step2 family starts with our employees and we’re excited that you’re interested in joining our team!

PRIMARY FUNCTION: Reporting to the IT Director, and in close collaboration FP&A, the Data Scientist will support our product, sales, operations, and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

SPECIFIC DUTIES/ACCOUNTABILITIES:
Research and develop statistical learning models for data analysis
Keep up-to-date with latest technology trends
Communicate results and ideas to key decision makers
Implement new statistical or other mathematical methodologies as needed for specific models or analysis
Optimize joint development efforts through appropriate database use and project design
Functions as Oracle subject matter expert and ensures end users are properly trained to use system and reports appropriately; troubleshoots issues.
Serves as the System Administrator for the Daily Operating System (D.O.S.) Report and supporting network.
Ensures functionality and accuracy of reports which make up the D.O.S. report (i.e. Mold Placement Master, Mold Placement Report, Attendance Rosters).
Keeps D.O.S. supporting data updated (i.e. labor standards, NSP pricing, tooling information, goals, etc.)
Data mines and analyzes data from Oracle to provide user-friendly ad-hoc reports as request by various departments and upper level management.
Design and create a data repository to achieve the above objectives
BASIC QUALIFICATIONS:
5-7 years of experience manipulating data sets and building statistical models, a degree in Statistics, Mathematics, Computer Science or another quantitative field.
Experience working with and creating data architectures.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Adwords, Content Analytics, Facebook Insights, etc.


ADDITIONAL QUALIFICATIONS:
Excellent project management skills
Ability to explain complex issues clearly and succinctly
Effectively summarizes and communicates results
Ability to forecast potential problems and pitfalls
What are the perks?
· Parental Leave
· 401k with Employer Match
· Tuition Assistance
· Company Paid Life& Disability Insurance
· Adoption Assistance
· Medical, Dental and Vision
· Premium FREE Medical Plan
· Employee Discount
· 10 Paid Holidays
· Advancement Opportunities
Join our family!

Apply today or text Step2Jobs to 97211 to connect with a recruiter.

Step2 is an Equal Opportunity Employer



Step2 is an Equal Opportunity Employer",3.3,"Step2
3.3","Streetsboro, OH",-1,1001 to 5000 Employees,1991,Company - Private,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),-1
90,"Data Scientist, Product Development","$55K-$91K
(Glassdoor Est.)","Spokeo is a people search engine that both enlightens and empowers our customers. With over 12 billion records and 18 million visitors per month, we reconnect friends, reunite families, prevent fraud, and more.

We are looking for a Data Scientist, Product Development to join us in Pasadena, CA, and help us turn our vast repository of data into usable information leveraging solutions that include matching techniques, machine learning, and graph theory to resolve entities across disparate data sets. Ultimately, these entity relationships will be used to build models that will be incorporated into the Spokeo product suite. This is part of Spokeo's Data Operations Team and is not an analytics-based role.

Responsibilities:
Profiling, processing, and evaluating large structured and unstructured data sets.
Developing data-driven models.
Data mining using state-of-the-art methods.
Collaborating with product and engineering to understand the needs of the company and assisting with the development of innovative solutions to meet those needs.
Productionalizing and maintaining algorithms primarily focused on entity resolution, linking, and scoring.
Creating automated anomaly detection systems and quality assurance metrics to constantly track performance.
Keeping up to date with the latest technology trends.
Performing Ad-hoc analysis and presenting results.
Requirements:
Degree in Machine Learning, Computer Science, Engineering, Physics, Statistics, Applied Math, Operations Research, or other quantitative fields.
Minimum of 3 years of working experience in analytics, data mining, data visualization, and/or predictive modeling.
Proficiency in working with statistical tools (such as R, SAS), database query languages (SQL), and scripting languages (Python required).
Experience with Hadoop and NoSQL related technologies such as MapReduce, Spark, Hive, ElasticSearch, and DynamoDB.
Comfortable training and communicating complex ideas to non-technical audiences.
Demonstrated ability to lead and execute projects from start to finish.
Privacy Notice for Candidates: https://www.spokeo.com/recruiting-policy

Spokeo is an equal opportunity employer. Applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Spokeo fosters a business culture where ideas and decisions from all people help us grow, innovate, create the best products and be relevant in a rapidly changing world.

Recruiters or staffing agencies: Spokeo is not obligated to compensate any external recruiter or search firm who presents a candidate or their resume or profile to a Spokeo employee without 1) a current, fully-executed agreement on file and 2) being assigned to the open position (as a search) via our applicant tracking solution.

]]>",3.4,"Spokeo
3.4","Pasadena, CA",-1,51 to 200 Employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
91,Data Scientist,"$72K-$117K
(Glassdoor Est.)","Research and Sciences

Qualifications:

Embark on a career putting innovative, reliable, and agile products and ideas into orbit, and beyond. Northrop Grumman has opportunities waiting for you that play a vital role in human space exploration, national defense, and scientific discovery, supporting multiple programs across the universe. With us, you'll discover a culture of curiosity and collaboration that will have you Defining Possible from the day you start. Our space systems connect and protect millions of people on earth every day, now and for the future. Explore your future and launch your career today.

Northrop Grumman Space Systems is seeking a Data Scientist This position will be located at Hill AFB, UT and will support the Ground Subsystems Support Contract (GSSC) program.

The successful applicant will:
Develop and implement artificial intelligence and machine learning models to solve complex data problems
Interpret large amounts of data using advanced visualization techniques and tools
Merge and transform big datasets to ensure data integrity and usability
Develop a process to maintain quality and performance of statistical models and quickly identify enhancements opportunities
Communicate advanced concepts and information in an understandable manner for audiences of varying levels of competency
Maintain an up-to-date knowledge of technology trends
Properly document code, artifact description, implementation, and use cases
Be an eager and fast learner
Work on a fast pasted collaborative team in an agile environment
As a full-time employee of Northrop Grumman Space Systems, you are eligible for our robust benefits package including:
Medical, Dental & Vision coverage
401k
Educational Assistance
Life Insurance
Employee Assistance Programs & Work/Life Solutions
Paid Time Off
Health & Wellness Resources
Employee Discounts
This position's standard work schedule is a 9/80. The 9/80 schedule allows employees who work a nine-hour day Monday through Thursday to take every other Friday off.

UTSpace",3.8,"Northrop Grumman
3.8","Hill AFB, UT",-1,10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
92,Data Scientist,"$114K-$184K
(Glassdoor Est.)","Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

As a Data Scientist you'll use your skills model and analyze a variety of data in support of analytical questions. Successful candidates in this role will be able to use theirs statistical and mathematical backgrounds to solve complex problems for not only analytical questions but also problems of large scale data. With huge volumes of data at your disposal, you'll be asked to find the most important items in a sea of information. A strong candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills who communicate and collaborate effectively.

Basic Qualifications:
Data Normalization
Data Visualization
Statistical Analysis
Graph Theory
Bachelor's degree required
Desired Skills:
Experience with writing, compiling, and debugging a variety of programming languages
Containerization
Jupyter
Spark
Cloud Analytics
Special consideration given for the following skills:
Machine Learning
High Powered Computing
Any of a number of active Cyber Certifications including but not limited to: GPEN, GXPN, GCFE, GCFA, and OSCP.
C++
Experience with intelligence analysis skills (e.g., traffic analysis) mixed with detailed knowledge of network architectures, protocols, and communications.
SIGINT experience
Security Clearance Requirements:
Active TS/SCI with favorable polygraph
Level 1:

Minimum one years' experience or a Bachelor's Degree or participating in a program that will lead to a Bachelor's Degree in an appropriate Computer Science or related field.

Level 2:

Minimum five years' experience with in-depth demonstrated experience in Computer Science or related field.

Level 3:

Minimum 10 years' experience with in-depth demonstrated experience in Computer Science or related field.


Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Annapolis Junction, MD",-1,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
93,Data Scientist - Risk,"$77K-$109K
(Glassdoor Est.)","Job Title: Data Scientist (Risk)

Location: Orlando, Florida

Manager: Head of Data Science

About LSQ

LSQ is a technology-driven provider of accounts receivable financing to companies who need working capital but may not be able to obtain sufficient financing from their bank. Our focus is to help businesses release the liquidity tied up in their accounts receivable. With financing from LSQ, a business can purchase more inventory, fill more orders, and take advantage of new growth opportunities. Our technology and data driven approach to providing working capital, along with our accounts receivable management services, allows our clients to driving business success.

Job Overview

LSQ is searching for a Data Scientist (Risk) to join our growing team of analytics experts. The hire will be responsible for building data driven tools to automate and scale risk decisions decision points include, fraud detection, commercial credit analysis, and invoice payment behavior. The ideal candidate is an experienced researcher and data wrangler who enjoys applying complex theories to solve real world business problems. The Data Scientist will need to collaborate effectively with both technical (engineers, data experts) and non-technical (business users) colleagues to bring the data to life.

Responsibilities of Data Scientist (Risk)
We have 20+ years of real-world commercial data weve observed businesses and their interactions with other businesses across market cycles, industries, and catastrophic events. Build risk tools that optimize for velocity and scale.
Build risk tools that optimize science & art you will work with risk experts who have been in the trenches (and learned from losses). Augment human decisions with machine.
Lay the foundation for scale. A data science framework for optimal data acquisition, model training and deployment. Dont take short-cuts. Bring quantitative and statistical rigor to your body of work.
Lead by example. You are joining a data team at ground-level. Building and inserting a data team, into a 20+ year old company (organism) will be hard, but rewarding.
Qualifications for Risk Data Scientist
Curiosity, Grit, and Humility
5+ years of experience of hands-on data science role
Previous experience of building commercial finance risk tools should be beneficial, but not required
Bachelor or Masters degree in Data Science, Operations Research, Computer Science, Industrial Engineering, Statistics, or another quantitative field
A toolkit of modern data science techniques
Experience with any data science tools/packages: Python, R, SAS, XGBoost, TensorFlow, NLTK
Experience with any big data tools: Hadoop, Spark, Kafka, Data Bricks
Experience with any reporting tools: Tableau Server, Power BI, SSRS, Excel
Experience with any AWS cloud services: EC2, EMR, RDS, Redshift, Aurora, S3
Experience with any Stream-processing systems: Storm, Spark-Streaming
Position Type and Expected Hours of Work:

This is a full-time position. Days and hours of work are Monday through Friday, 8:00 a.m. to 5 p.m. Occasional evening and weekend work may be required as job duties demand.

Physical Demands:

While performing the duties of this job, the employee is regularly required to sit and use hands to finger, handle, or feel. The employee is frequently required to reach with hands and arms and talk or hear. The employee is occasionally required to stand; walk and stoop, kneel, crouch.

Travel:

There will be minimal travel required for this position.

LSQ is an Equal Opportunity Employer that does not discriminate on the basis of actual or perceived, race, religion, color, sex (including pregnancy and gender identity), sexual orientation, parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, any other non-merit based factor or any other characteristic protected by applicable federal, state or local laws. Our leadership team is dedicated to this policy with respect to recruitment, hiring, placement, promotion, transfer, training, compensation, benefits, employee activities and general treatment during employment. If youd like more information about your EEO rights as an applicant under the law, please click here http://www1.eeoc.gov/employers/poster.cfm",4.4,"LSQ
4.4","Orlando, FL",-1,51 to 200 Employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1
